"ncbi ID","Scientific.Name","superkingdom","kingdom","phylum","class","order","family","genus","species"
"1131731","Bacillus azotoformans LMG 9581","Bacteria","0","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus azotoformans"
"1131935","Paenibacillus dendritiformis C454","Bacteria","0","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus dendritiformis"
"113268","Bathymodiolus platifrons methanotrophic gill symbiont","Bacteria","0","Proteobacteria","Gammaproteobacteria","0","0","0","Bathymodiolus platifrons methanotrophic gill symbiont"
"1133569","Lactobacillus vini DSM 20605","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus vini"
"1133592","Candidatus Uzinura diaspidicola str. ASNER","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","0","0","Candidatus Uzinura diaspidicola"
"1133849","Nocardia brasiliensis ATCC 700358","Bacteria","0","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia brasiliensis"
"1133850","Streptomyces hygroscopicus subsp. jinggangensis 5008","Bacteria","0","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces hygroscopicus"
"1134406","Ornatilinea apprima","Bacteria","0","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ornatilinea","Ornatilinea apprima"
"1134474","Cellvibrio sp. BR","Bacteria","0","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Cellvibrio sp. BR"
"113562","Actinoplanes derwentensis","Bacteria","0","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes derwentensis"
"1136177","Lactobacillus pentosus KCA1","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus pentosus"
"1136941","Gordonia phthalatica","Bacteria","0","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia phthalatica"
"1137096","Calothrix sp. HK-06","Bacteria","0","Cyanobacteria","0","Nostocales","Rivulariaceae","Calothrix","Calothrix sp. HK-06"
"1137280","Marinobacter nitratireducens","Bacteria","0","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","Marinobacter nitratireducens"
"1137281","Xanthomarina gelatinilytica","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Xanthomarina","Xanthomarina gelatinilytica"
"1137799","Endozoicomonas numazuensis","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas numazuensis"
"1137991","Geodermatophilus siccatus","Bacteria","0","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus siccatus"
"1137993","Geodermatophilus africanus","Bacteria","0","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus africanus"
"1137994","Geodermatophilus saharensis","Bacteria","0","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus saharensis"
"1138822","Lactobacillus curieae","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus curieae"
"1139219","Enterococcus dispar ATCC 51266","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar"
"1139996","Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus"
"1140","Synechococcus elongatus PCC 7942","Bacteria","0","Cyanobacteria","0","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus elongatus"
"1140001","Enterococcus durans ATCC 6056","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans"
"1140002","Enterococcus avium ATCC 14025","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium"
"1140003","Enterococcus sulfureus ATCC 49903","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sulfureus"
"114090","Pediococcus inopinatus","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus inopinatus"
"1141221","Chryseobacterium taihuense","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium taihuense"
"1141660","Providencia sneebia DSM 19967","Bacteria","0","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia sneebia"
"1141662","Providencia burhodogranariea DSM 19968","Bacteria","0","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia burhodogranariea"
"1141887","Sphingomonas sp. 1PNM-20","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. 1PNM-20"
"1141889","Sphingomonas spermidinifaciens","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas spermidinifaciens"
"1141890","Sphingomonas guangdongensis","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas guangdongensis"
"1142394","Phycisphaera mikurensis NBRC 102666","Bacteria","0","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","Phycisphaera mikurensis"
"1143323","Chlamydia gallinacea 08-1274/3","Bacteria","0","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","Chlamydia gallinacea"
"1144253","Pontibacter sp. BAB1700","Bacteria","0","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","Pontibacter sp. BAB1700"
"1144275","Corallococcus coralloides DSM 2259","Bacteria","0","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus coralloides"
"1144300","Lactobacillus gastricus PS3","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gastricus"
"1144304","Caulobacter sp. AP07","Bacteria","0","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter sp. AP07"
"1144305","Novosphingobium sp. AP12","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium sp. AP12"
"1144307","Sphingobium sp. AP49","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. AP49"
"1144310","Rhizobium sp. CF080","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. CF080"
"1144311","Brevibacillus sp. CF112","Bacteria","0","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus sp. CF112"
"1144313","Flavobacterium sp. CF136","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CF136"
"1144314","Rhizobium sp. CF142","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. CF142"
"1144315","Variovorax sp. CF313","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax sp. CF313"
"1144316","Chryseobacterium sp. CF314","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium sp. CF314"
"1144317","Acidovorax sp. CF316","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. CF316"
"1144318","Polaromonas sp. CF318","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","Polaromonas sp. CF318"
"1144319","Herbaspirillum sp. CF444","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","Herbaspirillum sp. CF444"
"1144334","Pseudomonas sp. GM60","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM60"
"1144342","Herbaspirillum sp. YR522","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","Herbaspirillum sp. YR522"
"1144343","Phyllobacterium sp. YR531","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium","Phyllobacterium sp. YR531"
"1144548","Xiangella phaseoli","Bacteria","0","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Xiangella","Xiangella phaseoli"
"1144669","Acinetobacter sp. CIP 102637","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter sp. CIP 102637"
"1144750","Olleya namhaensis","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","Olleya namhaensis"
"1145276","Lysinibacillus varians","Bacteria","0","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus varians"
"114615","Bradyrhizobium sp. ORS 278","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. ORS 278"
"114686","Streptomyces phaeoluteigriseus","Bacteria","0","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces phaeoluteigriseus"
"1146883","Blastococcus saxobsidens DD2","Bacteria","0","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus saxobsidens"
"1147123","Caloramator quimbayensis","Bacteria","0","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloramator","Caloramator quimbayensis"
"1147128","Bifidobacterium asteroides PRL2011","Bacteria","0","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium asteroides"
"1149133","Pseudomonas furukawaii","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas furukawaii"
"1149862","Pelosinus fermentans B4","Bacteria","0","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","Pelosinus fermentans"
"1150368","Sinomicrobium oceani","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sinomicrobium","Sinomicrobium oceani"
"1150389","Flavobacteriaceae bacterium UJ101","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","0","Flavobacteriaceae bacterium UJ101"
"1150469","Pararhodospirillum photometricum DSM 122","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pararhodospirillum","Pararhodospirillum photometricum"
"1150591","Mycobacterium xenopi RIVM700367","Bacteria","0","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium xenopi"
"1150600","Arcticibacter svalbardensis MN12-7","Bacteria","0","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter","Arcticibacter svalbardensis"
"1150625","Bacillus coahuilensis p1.1.43","Bacteria","0","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus coahuilensis"
"1150626","Phaeospirillum molischianum DSM 120","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Phaeospirillum","Phaeospirillum molischianum"
"1150864","Micromonospora lupini str. Lupac 08","Bacteria","0","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora lupini"
"1150948","Wolbachia endosymbiont of Glossina morsitans morsitans","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Glossina morsitans morsitans"
"115433","Amycolatopsis sacchari","Bacteria","0","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis sacchari"
"1154756","Serratia plymuthica PRI-2C","Bacteria","0","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia plymuthica"
"1154860","Streptococcus agalactiae LMG 14747","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae"
"115561","Halomonas hydrothermalis","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas hydrothermalis"
"1155689","Psychroflexus salarius","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus","Psychroflexus salarius"
"1155944","Marininema halotolerans","Bacteria","0","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Marininema","Marininema halotolerans"
"1156395","Dissulfuribacter thermophilus","Bacteria","0","Proteobacteria","Deltaproteobacteria","0","0","Dissulfuribacter","Dissulfuribacter thermophilus"
"1156417","Caloranaerobacter azorensis H53214","Bacteria","0","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloranaerobacter","Caloranaerobacter azorensis"
"1156433","Streptococcus sp. I-P16","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. I-P16"
"1156913","Amycolatopsis orientalis HCCB10007","Bacteria","0","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis orientalis"
"1156919","Achromobacter piechaudii HLE","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter piechaudii"
"1156935","Agrobacterium albertimagni AOL15","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium","Agrobacterium albertimagni"
"1156937","Methylacidiphilum fumariolicum SolV","Bacteria","0","Verrucomicrobia","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum","Methylacidiphilum fumariolicum"
"1156985","Epibacterium ulvae","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Epibacterium","Epibacterium ulvae"
"1157490","Tumebacillus flagellatus","Bacteria","0","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus flagellatus"
"1158604","Enterococcus villorum ATCC 700913","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus villorum"
"1158606","Enterococcus asini ATCC 700915","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus asini"
"1158607","Enterococcus pallens ATCC BAA-351","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pallens"
"1158608","Enterococcus haemoperoxidus ATCC BAA-382","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus haemoperoxidus"
"1158610","Enterococcus phoeniculicola ATCC BAA-412","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola"
"1158614","Enterococcus gilvus ATCC BAA-350","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gilvus"
"1159016","Flavobacterium marinum","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium marinum"
"1159017","Idiomarina indica","Bacteria","0","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina indica"
"1159208","Streptococcus infantis SPAR10","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantis"
"1160710","Microbacterium laevaniformans OR221","Bacteria","0","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium laevaniformans"
"1160718","Streptomyces auratus AGR0001","Bacteria","0","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces auratus"
"1160719","Cutibacterium granulosum DSM 20700","Bacteria","0","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium granulosum"
"1160784","Candidatus Nasuia deltocephalinicola","Bacteria","0","Proteobacteria","Betaproteobacteria","0","0","Candidatus Nasuia","Candidatus Nasuia deltocephalinicola"
"1161099","Corynebacterium appendicis CIP 107643","Bacteria","0","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium appendicis"
"1161902","Eubacterium nodatum ATCC 33099","Bacteria","0","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis","0","[Eubacterium] nodatum"
"1162282","Rhodanobacter sp. 115","Bacteria","0","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacter sp. 115"
"1162296","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","Bacteria","0","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae"
"1162418","Maritimibacter sp. HL-12","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maritimibacter","Maritimibacter sp. HL-12"
"1162668","Leptospirillum ferrooxidans C2-3","Bacteria","0","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Leptospirillum","Leptospirillum ferrooxidans"
"1163389","Francisella noatunensis subsp. orientalis str. Toba 04","Bacteria","0","Proteobacteria","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella","Francisella noatunensis"
"1163407","Rhodanobacter spathiphylli B39","Bacteria","0","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacter spathiphylli"
"1163408","Rhodanobacter fulvus Jip2","Bacteria","0","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacter fulvus"
"1163617","Sulfuricella denitrificans skB26","Bacteria","0","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sulfuricella","Sulfuricella denitrificans"
"1163745","Helicobacter cetorum MIT 99-5656","Bacteria","0","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cetorum"
"1163752","Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum"
"1164594","Massilia yuzhufengensis","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia yuzhufengensis"
"1164990","Richelia intracellularis","Bacteria","0","Cyanobacteria","0","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"1165092","Lachnospiraceae bacterium JC7","Bacteria","0","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","0","Lachnospiraceae bacterium JC7"
"1165094","Richelia intracellularis HH01","Bacteria","0","Cyanobacteria","0","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"1165095","Richelia intracellularis HM01","Bacteria","0","Cyanobacteria","0","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"1165689","Mesorhizobium qingshengii","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium qingshengii"
"1165841","Sulfurovum sp. AR","Bacteria","0","Proteobacteria","Epsilonproteobacteria","0","0","Sulfurovum","Sulfurovum sp. AR"
"1166018","Fibrella aestuarina BUZ 2","Bacteria","0","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Fibrella","Fibrella aestuarina"
"1166073","Aureimonas jatrophae","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aurantimonas","Aureimonas jatrophae"
"1166337","Sphingomonas jatrophae","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas jatrophae"
"1166340","Sphingomonas sp. S6-262","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. S6-262"
"1167006","Desulfocapsa sulfexigens DSM 10523","Bacteria","0","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa","Desulfocapsa sulfexigens"
"1168034","Draconibacterium orientale","Bacteria","0","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium","Draconibacterium orientale"
"1168035","Tangfeifania diversioriginum","Bacteria","0","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Tangfeifania","Tangfeifania diversioriginum"
"1168065","gamma proteobacterium BDW918","Bacteria","0","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","0","gamma proteobacterium BDW918"
"1169855","Rhodobacteraceae bacterium PD-2","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","0","Rhodobacteraceae bacterium PD-2"
"1170562","Calothrix sp. PCC 6303","Bacteria","0","Cyanobacteria","0","Nostocales","Rivulariaceae","Calothrix","Calothrix parietina"
"1171373","Acidipropionibacterium acidipropionici ATCC 4875","Bacteria","0","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium acidipropionici"
"1171377","Bibersteinia trehalosi USDA-ARS-USMARC-192","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bibersteinia","Bibersteinia trehalosi"
"117157","Actinopolymorpha singaporensis","Bacteria","0","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Actinopolymorpha","Actinopolymorpha singaporensis"
"1172182","Streptomyces sp. 136MFCol5.1","Bacteria","0","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 136MFCol5.1"
"1172190","Sulfurimonas hongkongensis","Bacteria","0","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas","Sulfurimonas hongkongensis"
"1172194","Hydrocarboniphaga effusa AP103","Bacteria","0","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Hydrocarboniphaga","Hydrocarboniphaga effusa"
"1173020","Chamaesiphon minutus PCC 6605","Bacteria","0","Cyanobacteria","0","Synechococcales","Chamaesiphonaceae","Chamaesiphon","Chamaesiphon minutus"
"1173022","Crinalium epipsammum PCC 9333","Bacteria","0","Cyanobacteria","0","Oscillatoriales","Gomontiellaceae","Crinalium","Crinalium epipsammum"
"1173025","Geitlerinema sp. PCC 7407","Bacteria","0","Cyanobacteria","0","Oscillatoriales","Coleofasciculaceae","Geitlerinema","Geitlerinema sp. PCC 7407"
"1173026","Gloeocapsa sp. PCC 7428","Bacteria","0","Cyanobacteria","0","Chroococcales","Chroococcaceae","Gloeocapsa","Gloeocapsa sp. PCC 7428"
"1173027","Microcoleus sp. PCC 7113","Bacteria","0","Cyanobacteria","0","Oscillatoriales","Microcoleaceae","Microcoleus","Microcoleus sp. PCC 7113"
"1173062","Acinetobacter sp. HA","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter sp. HA"
"1173111","Lihuaxuella thermophila","Bacteria","0","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Lihuaxuella","Lihuaxuella thermophila"
"1173263","Synechococcus sp. PCC 7502","Bacteria","0","Cyanobacteria","0","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. PCC 7502"
"1173584","Aliiroseovarius sediminilitoris","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius","Aliiroseovarius sediminilitoris"
"1174684","Sphingopyxis sp. MC1","Bacteria","0","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Sphingopyxis sp. MC1"
"1176198","Streptomyces harbinensis","Bacteria","0","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces harbinensis"
"1176587","Niabella ginsenosidivorans","Bacteria","0","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niabella","Niabella ginsenosidivorans"
"1177154","Alcanivorax nanhaiticus","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","Alcanivorax nanhaiticus"
"1177179","Alcanivorax hongdengensis A-11-3","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","Alcanivorax hongdengensis"
"1177181","Alcanivorax jadensis T9","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","Alcanivorax jadensis"
"1177594","Microbacterium sp. C448","Bacteria","0","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. C448"
"1177755","Methyloligella halotolerans","Bacteria","0","Proteobacteria","Alphaproteobacteria","Rhizobiales","0","Methyloligella","Methyloligella halotolerans"
"1177931","Thiovulum sp. ES","Bacteria","0","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Thiovulum","Thiovulum sp. ES"
"1177982","Acidovorax wautersii","Bacteria","0","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax wautersii"
"1178482","Halomonas huangheensis","Bacteria","0","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas huangheensis"
"1178515","Paenibacillus swuensis","Bacteria","0","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus swuensis"
"1178516","Spirosoma montaniterrae","Bacteria","0","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","Spirosoma montaniterrae"
"1178778","Maribacter cobaltidurans","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter cobaltidurans"
"1178825","Arenitalea lutea","Bacteria","0","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenitalea","Arenitalea lutea"
"1179773","Saccharothrix espanaensis DSM 44229","Bacteria","0","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","Saccharothrix espanaensis"
"1179778","Pseudomonas sp. M47T1","Bacteria","0","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. M47T1"
"118060","Enterococcus rotai","Bacteria","0","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus rotai"
"118110","Buchnera aphidicola (Schlechtendalia chinensis)","Bacteria","0","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera","Buchnera aphidicola"
